Actual,PredictedProb,Score
0,0.16065858237452393,761.0
0,0.18797993475632174,755.0
0,0.4814224566027557,715.0
0,0.48535350856928383,715.0
0,0.1846222856290066,756.0
0,0.1773871993180796,757.0
0,0.2653124429833768,742.0
0,0.7805279378075695,676.0
0,0.7437432700346495,682.0
0,0.7641523202953062,679.0
0,0.24445325950755126,745.0
0,0.3936387330997442,725.0
0,0.7725165582542981,678.0
0,0.5053589307714453,712.0
0,0.3485780383351801,731.0
0,0.6870511116182547,690.0
0,0.16428731294131194,760.0
0,0.37725329801769786,727.0
0,0.5620194478960082,706.0
0,0.692249690736785,689.0
0,0.737751718675183,683.0
0,0.5339266278411956,709.0
0,0.3050230335903416,737.0
0,0.3751736658154444,728.0
0,0.2618622269185002,743.0
0,0.4974828964940643,713.0
0,0.5314973394440106,709.0
0,0.6555272556062788,694.0
0,0.8007679789402641,673.0
0,0.21391530340116816,750.0
0,0.5005644162030229,713.0
0,0.6071339521060607,700.0
0,0.4623555601896466,717.0
0,0.1501078527049457,763.0
0,0.20296049528322566,752.0
1,0.7684385249944145,678.0
0,0.5326145077987482,709.0
0,0.190929641754169,755.0
0,0.15783314621243133,761.0
0,0.5023026451954952,713.0
0,0.32826496302790326,734.0
0,0.7331076389667507,684.0
0,0.36973771720092663,728.0
0,0.2289634316182292,748.0
0,0.1528393239588527,762.0
0,0.15995292295942445,761.0
0,0.4160178302882353,723.0
0,0.1528393239588527,762.0
0,0.23636139868624884,747.0
0,0.5148398700135431,711.0
0,0.2955175831805126,738.0
0,0.7522595513050107,681.0
1,0.742336471713777,682.0
1,0.8148035823750648,670.0
0,0.7922499838526571,674.0
0,0.3774263425805164,727.0
0,0.19010983331119788,755.0
0,0.500516724168666,713.0
0,0.19489451223615714,754.0
0,0.7733483651149948,677.0
1,0.16428731294131194,760.0
0,0.25046235944486583,745.0
0,0.1793671254461368,757.0
0,0.20770339616835387,752.0
0,0.22407781760570536,749.0
0,0.7017853846652162,688.0
1,0.4728774218319427,716.0
1,0.7805279378075695,676.0
0,0.6810959006253158,691.0
1,0.6790266953605897,691.0
0,0.2787070896760494,740.0
0,0.7331076389667507,684.0
0,0.16585786966387553,759.0
0,0.4067817296648554,724.0
0,0.16526384774132272,760.0
0,0.14977437965237597,763.0
0,0.5648872617645534,705.0
0,0.29880475079274477,737.0
0,0.2576847952298941,743.0
0,0.15074301535470153,763.0
0,0.6917236046890146,690.0
1,0.48045181607925236,715.0
0,0.18610934389084052,755.0
1,0.7976848107445506,673.0
0,0.4367735101546451,720.0
1,0.7922499838526571,674.0
0,0.29134516434001745,739.0
0,0.7412307869313804,683.0
0,0.3430831496643511,732.0
0,0.3216752211012419,734.0
0,0.3571690630767782,730.0
0,0.15497713711204344,762.0
0,0.4222375894064207,722.0
0,0.7804275142620356,676.0
0,0.17308098746098385,758.0
0,0.7189185068388725,686.0
0,0.25747738235165724,743.0
0,0.23152508441050335,747.0
0,0.3305060038857138,733.0
0,0.7797621279907028,676.0
0,0.5091871892104536,712.0
1,0.7932712930326205,674.0
0,0.19074893681364483,755.0
0,0.2372656269084374,747.0
0,0.2420372012804675,746.0
0,0.2542399222407415,744.0
0,0.24087339626247603,746.0
0,0.7238550885275806,685.0
0,0.3643676412030283,729.0
0,0.44441670618731927,719.0
0,0.18873111890713545,755.0
0,0.5075088807061294,712.0
0,0.1256651664452345,769.0
1,0.8008100666853413,673.0
0,0.8438442309623387,664.0
0,0.29302506561550895,738.0
0,0.6120468702543309,700.0
0,0.27590375571512704,741.0
1,0.6866106718160279,690.0
0,0.2093176343744252,751.0
0,0.31552492984713354,735.0
1,0.43524392782080934,720.0
0,0.3275446975388381,734.0
0,0.12669347558912347,769.0
0,0.2246603556842882,749.0
0,0.38602641648862446,726.0
1,0.1682748742663395,759.0
0,0.5309874231467143,709.0
0,0.33275424490841965,733.0
0,0.6182696210226046,699.0
0,0.1628960986636864,760.0
0,0.5609200994276523,706.0
0,0.2185715734216474,750.0
0,0.7990908435291582,673.0
0,0.2754600265791409,741.0
0,0.3095484868373418,736.0
0,0.791105352647008,674.0
0,0.1880426979792322,755.0
0,0.1432734707006638,764.0
1,0.8028954700371814,672.0
0,0.665937924426177,693.0
0,0.18621335749534182,755.0
0,0.5820869831018407,703.0
0,0.5046712436757212,712.0
0,0.33014664965594614,733.0
0,0.7287215773717146,684.0
1,0.7328103738395021,684.0
0,0.42113434436200736,722.0
0,0.24392982626339452,746.0
0,0.17357188944049073,758.0
0,0.6848529675794195,690.0
0,0.37647007593965326,727.0
0,0.14761370851910022,763.0
0,0.2183747871411005,750.0
0,0.22262174473177118,749.0
0,0.165650532832137,760.0
0,0.2903983791545614,739.0
0,0.41936797371477696,722.0
0,0.1775372263691481,757.0
0,0.16608433974344275,759.0
0,0.2819909851569115,740.0
0,0.16027885849970666,761.0
0,0.5548262617690554,707.0
0,0.199572886776436,753.0
0,0.19370857996205723,754.0
0,0.21793895823641432,750.0
0,0.7146814636172855,686.0
0,0.7075032311231394,687.0
0,0.24034216886092247,746.0
0,0.7677284314398972,678.0
0,0.4003818049677635,725.0
0,0.745862266108218,682.0
1,0.7683973821867685,678.0
0,0.2954903091947837,738.0
0,0.5338241983358578,709.0
0,0.22740489563175498,748.0
0,0.7805279378075695,676.0
0,0.3647717646534292,729.0
1,0.3363554668640339,732.0
0,0.20552692506721593,752.0
0,0.49446761552392426,714.0
1,0.6562163544893816,694.0
0,0.16396556766409634,760.0
0,0.2616321070247808,743.0
0,0.21508967481553223,750.0
0,0.2330602850694638,747.0
0,0.33578740325715817,733.0
0,0.7518451812084459,681.0
0,0.6334604815785218,697.0
0,0.5138729910136349,711.0
0,0.1333774907243415,767.0
0,0.17642133945206603,757.0
0,0.3155582474752725,735.0
0,0.2271122458040077,748.0
0,0.2150251981909571,750.0
0,0.5651035806729565,705.0
0,0.27806531856145467,740.0
0,0.44308530815478175,719.0
1,0.606862622031908,700.0
0,0.25089219549255753,744.0
0,0.6342973038295266,697.0
1,0.14991394479130377,763.0
1,0.18924851237318457,755.0
0,0.40272433994152074,724.0
0,0.3217582622342212,734.0
1,0.8157810392233893,670.0
0,0.24286802370591015,746.0
0,0.23512355232431414,747.0
0,0.8564195333133557,661.0
0,0.5300893347489549,709.0
0,0.1967238314154071,753.0
1,0.8112253414320346,671.0
0,0.2981712802457866,738.0
0,0.3310640914168588,733.0
0,0.1501078527049457,763.0
0,0.3647717646534292,729.0
0,0.5042825937373954,712.0
0,0.37560873664089006,728.0
1,0.7750361001571645,677.0
0,0.7725165582542981,678.0
1,0.7805279378075695,676.0
0,0.13905525914310513,765.0
0,0.5535247769610906,707.0
0,0.3137618406306768,735.0
0,0.4426273523845758,720.0
0,0.3264479524340277,734.0
0,0.5791189937176612,704.0
1,0.20475319372396641,752.0
0,0.11978680334815596,770.0
0,0.6827591940857827,691.0
1,0.4162755999971324,723.0
0,0.27439314962340877,741.0
0,0.3046531028125284,737.0
0,0.2478305037012061,745.0
0,0.23042926227897634,748.0
0,0.19911797465041883,753.0
0,0.5851676446386234,703.0
0,0.13791038707770337,766.0
0,0.17803218881094068,757.0
0,0.14991394479130377,763.0
0,0.1566747776336168,761.0
0,0.20096565089746415,753.0
0,0.4438305721499216,719.0
0,0.16948273664037,759.0
0,0.4426273523845758,720.0
0,0.7676126903046043,678.0
0,0.841889217427688,665.0
0,0.4421692085201159,720.0
0,0.12498311077923141,769.0
0,0.737751718675183,683.0
0,0.1528393239588527,762.0
0,0.24383203445001198,746.0
0,0.12537798362167785,769.0
0,0.1288551220874333,768.0
0,0.22780043615337184,748.0
0,0.7234590470595015,685.0
0,0.4644070491789878,717.0
0,0.3570729323164977,730.0
0,0.3148297189513103,735.0
0,0.509006202412768,712.0
0,0.4336491150323985,721.0
0,0.7391152530066726,683.0
0,0.7965839649439763,673.0
0,0.6556258805966413,694.0
0,0.3141207654972754,735.0
0,0.561472373631397,706.0
0,0.16199739393559254,760.0
0,0.20888840800269243,751.0
0,0.2702793671635253,742.0
0,0.8391189895378708,665.0
0,0.2617947798892928,743.0
0,0.21717221819100493,750.0
0,0.17764971813984048,757.0
0,0.46971389571542377,716.0
0,0.19999115582314778,753.0
0,0.23853859086005388,746.0
0,0.6366755109152604,697.0
0,0.3046531028125284,737.0
0,0.3150751598813441,735.0
0,0.2712043213252605,741.0
0,0.624367936014221,698.0
0,0.15450551086733397,762.0
0,0.561472373631397,706.0
0,0.6994440445630165,689.0
0,0.7805279378075695,676.0
0,0.21543488878343833,750.0
0,0.1852443816800675,756.0
0,0.2083835021359281,751.0
0,0.292120813034265,738.0
0,0.5620194478960082,706.0
0,0.7810703207740114,676.0
0,0.27590375571512704,741.0
0,0.6247324990488727,698.0
0,0.20942552924572844,751.0
1,0.7398750227486032,683.0
0,0.3104810167844907,736.0
0,0.5556793278452146,706.0
0,0.4356855985405806,720.0
0,0.20767807542824337,752.0
0,0.3429890530163148,732.0
0,0.8212584638449906,669.0
0,0.206351236712598,752.0
0,0.22004086342047482,749.0
0,0.31885877847237454,735.0
1,0.5075088807061294,712.0
0,0.2920289365009395,738.0
0,0.27590375571512704,741.0
0,0.745149813788048,682.0
0,0.5071353732054195,712.0
0,0.16253964910378527,760.0
0,0.15375562475145987,762.0
0,0.16379284577988867,760.0
0,0.17175573320771112,758.0
0,0.8438442309623387,664.0
1,0.7522595513050107,681.0
0,0.25089219549255753,744.0
0,0.2715179022557968,741.0
0,0.2773163355734747,741.0
0,0.3355510527951527,733.0
0,0.3203665693924536,735.0
0,0.15940718605182608,761.0
0,0.7364753519219465,683.0
0,0.13015511363594628,768.0
0,0.17022820782791306,759.0
0,0.15450551086733397,762.0
0,0.7633466952032799,679.0
0,0.47202138541427696,716.0
0,0.19314602708720816,754.0
0,0.7607753516751621,679.0
0,0.2301663234498651,748.0
0,0.7678329352125043,678.0
0,0.2190907157153332,750.0
0,0.13898719357951256,765.0
0,0.34040118828791,732.0
0,0.1878354891104245,755.0
0,0.14922047865126462,763.0
0,0.250086004248839,745.0
0,0.270869939615378,741.0
0,0.15291296849357003,762.0
0,0.22024295908724337,749.0
0,0.2576531312831567,743.0
0,0.10954540731736245,773.0
0,0.7916312454833696,674.0
0,0.2710450472701102,741.0
0,0.4701348033587033,716.0
0,0.2190907157153332,750.0
0,0.21606083171417736,750.0
0,0.7293957380586107,684.0
0,0.18118374685195032,756.0
0,0.24232536010632758,746.0
0,0.12801885739539715,768.0
0,0.2339940213013056,747.0
0,0.20334647933568306,752.0
0,0.18549865988804226,756.0
0,0.3802446215039665,727.0
0,0.17305526443005503,758.0
0,0.26529388958026767,742.0
0,0.15439481396091964,762.0
0,0.31866568697656233,735.0
0,0.5014065764051233,713.0
0,0.17724427344833438,757.0
0,0.7101061683569274,687.0
1,0.5227718877634537,710.0
0,0.5381414500788888,708.0
0,0.1852443816800675,756.0
0,0.16553183408377992,760.0
0,0.18622603733144114,755.0
0,0.29093658583972054,739.0
0,0.7357640174761533,683.0
0,0.23651261752634212,747.0
0,0.29462813776267593,738.0
0,0.22348498282429796,749.0
0,0.16079074764884535,761.0
0,0.3813554598814099,727.0
0,0.15074301535470153,763.0
0,0.46054095256568295,717.0
0,0.3128227995428185,736.0
0,0.5677833512330811,705.0
0,0.7507028243011398,681.0
0,0.1615084869433756,760.0
0,0.3342800983154486,733.0
0,0.24496778001867667,745.0
0,0.26644442599039103,742.0
0,0.5091871892104536,712.0
0,0.6494762506631067,695.0
0,0.2744835440961304,741.0
0,0.6462312065990465,695.0
0,0.1818348098150193,756.0
0,0.34317794783185324,732.0
0,0.3915530668937846,726.0
1,0.6848529675794195,690.0
0,0.22629593117212293,748.0
1,0.5698121193206938,705.0
0,0.21345217985349557,751.0
0,0.40624065810992505,724.0
0,0.1903068923365763,755.0
0,0.8528222076641636,662.0
0,0.17764971813984048,757.0
1,0.5918739259698116,702.0
0,0.21710124210766174,750.0
0,0.17083434223250615,758.0
0,0.3489939405571656,731.0
0,0.36872082408449214,728.0
0,0.4463419214140223,719.0
0,0.5316389381415119,709.0
0,0.5090639840322163,712.0
0,0.11683366124496146,771.0
0,0.414441767770094,723.0
0,0.17450390058213544,758.0
0,0.2896464372203596,739.0
0,0.7805279378075695,676.0
0,0.7764117930731425,677.0
0,0.2601218269290512,743.0
0,0.6073081081565695,700.0
0,0.12498311077923141,769.0
1,0.7759918920168589,677.0
1,0.7285927072410328,684.0
0,0.5416819934652162,708.0
0,0.23226803293109888,747.0
0,0.6496670321972872,695.0
0,0.15466084400630253,762.0
0,0.2301663234498651,748.0
0,0.1493157887328926,763.0
0,0.17527269451914804,758.0
0,0.12872257427900172,768.0
0,0.3914670908349778,726.0
0,0.17305526443005503,758.0
0,0.2896418733391173,739.0
0,0.47902382569933305,715.0
0,0.38886996422315073,726.0
0,0.5153452663857631,711.0
0,0.21717221819100493,750.0
0,0.7406637811954838,683.0
0,0.1852723094816075,756.0
0,0.5561356890754658,706.0
0,0.2233718911646026,749.0
0,0.42417798518717864,722.0
0,0.2137719514030658,750.0
0,0.21496345099512096,750.0
0,0.36524636604414373,729.0
0,0.22211630125201287,749.0
0,0.24765835730602417,745.0
0,0.2254541759033078,748.0
1,0.7430982166161447,682.0
0,0.22274845713804733,749.0
0,0.18155021561750223,756.0
0,0.1763707955541682,757.0
0,0.28793241194820435,739.0
0,0.44038173106925044,720.0
0,0.812924052454425,670.0
0,0.3830911997814345,727.0
0,0.5165458753252962,711.0
0,0.7453941206589649,682.0
0,0.3248976199398016,734.0
1,0.8317285080217423,667.0
0,0.12638007053178557,769.0
0,0.390706315929402,726.0
0,0.3036187122774401,737.0
0,0.7796774544583474,676.0
0,0.2713548634439355,741.0
0,0.20663727443890756,752.0
0,0.6557293870084103,694.0
0,0.6287895891189428,698.0
0,0.2882026054850837,739.0
0,0.26257067383476074,743.0
0,0.8008100666853413,673.0
0,0.7555987744128954,680.0
0,0.8196119395010109,669.0
1,0.7720914892418045,678.0
0,0.16396556766409634,760.0
0,0.43373148975052145,721.0
0,0.5309874231467143,709.0
0,0.3423656347981366,732.0
0,0.23557577797522392,747.0
0,0.6207869432695834,699.0
0,0.433694558182289,721.0
0,0.6407556129741112,696.0
1,0.7419385408821115,682.0
0,0.7990908435291582,673.0
0,0.2677149916651227,742.0
0,0.21906855794945468,750.0
0,0.3294418335130961,733.0
0,0.7785810094806996,677.0
0,0.5074137650969023,712.0
0,0.41162357023522306,723.0
0,0.3214322371896586,734.0
0,0.6427548731462971,696.0
0,0.20450484103419467,752.0
0,0.6182696210226046,699.0
0,0.6496670321972872,695.0
0,0.1620494220530948,760.0
0,0.24831853536464438,745.0
0,0.7352550507709931,683.0
0,0.21783397449706937,750.0
0,0.12801885739539715,768.0
0,0.3127122508065287,736.0
0,0.32909810859434635,733.0
0,0.22252334693968145,749.0
0,0.6336298970615524,697.0
0,0.23730118894798088,747.0
0,0.34912712018483344,731.0
0,0.2802843988627953,740.0
0,0.49446761552392426,714.0
0,0.3010050127677729,737.0
0,0.5765334900193108,704.0
0,0.7237164376433372,685.0
0,0.19926604601668269,753.0
0,0.5974989766715038,701.0
0,0.3705017615460295,728.0
0,0.2866187159169802,739.0
0,0.2920289365009395,738.0
0,0.12935795981661166,768.0
1,0.5316020689105726,709.0
0,0.24715895486976713,745.0
0,0.1528393239588527,762.0
0,0.31043152264434354,736.0
0,0.7680622657046212,678.0
0,0.18728603057523194,755.0
0,0.8148035823750648,670.0
0,0.5556793278452146,706.0
0,0.5820869831018407,703.0
0,0.737751718675183,683.0
0,0.37136180548682785,728.0
0,0.206351236712598,752.0
0,0.7761191032075265,677.0
0,0.29382184033895237,738.0
0,0.15497713711204344,762.0
0,0.3490804047672115,731.0
1,0.8311710123247692,667.0
0,0.2047431277380132,752.0
0,0.21270014835958811,751.0
0,0.1515659072491264,763.0
0,0.2555236380628769,744.0
0,0.27590375571512704,741.0
0,0.46225336374452936,717.0
1,0.44622459531878467,719.0
0,0.15190265648998885,762.0
1,0.27118966829008545,741.0
0,0.8414465430134033,665.0
0,0.18110249867120792,756.0
0,0.2203558930500942,749.0
0,0.6197370349884341,699.0
0,0.5648872617645534,705.0
0,0.3192858885261818,735.0
0,0.17488214783222725,758.0
0,0.8157810392233893,670.0
0,0.21378912152378926,750.0
0,0.5500258473862456,707.0
0,0.35461040027238616,730.0
0,0.7805279378075695,676.0
0,0.6821807633062039,691.0
1,0.7765821077948406,677.0
0,0.5057833832143656,712.0
0,0.2501959455584627,745.0
0,0.2647417629756578,742.0
0,0.23931148722049891,746.0
1,0.6398304430515565,696.0
0,0.6609947371297051,694.0
0,0.759915843073853,680.0
0,0.4801699141218713,715.0
0,0.8281677534690907,667.0
0,0.7040840712106374,688.0
0,0.6267175582648303,698.0
0,0.11887293957917633,771.0
0,0.5164346657085543,711.0
0,0.5335393022065575,709.0
0,0.2694080253664528,742.0
0,0.25089219549255753,744.0
1,0.8271967318773288,668.0
0,0.2550898271963351,744.0
0,0.45156548636596344,718.0
0,0.1528393239588527,762.0
0,0.31625032589519825,735.0
0,0.5642760686159798,705.0
0,0.20663727443890756,752.0
0,0.2352072353597817,747.0
0,0.5775347296583754,704.0
0,0.7413557864710182,682.0
1,0.3774662536732274,727.0
1,0.48687214018133235,714.0
0,0.4486050455047762,719.0
0,0.8526729578042263,662.0
0,0.39963103404129113,725.0
0,0.2416144153437494,746.0
0,0.4462721331940964,719.0
0,0.24562273706935392,745.0
0,0.37133499884357596,728.0
0,0.27590375571512704,741.0
0,0.8028954700371814,672.0
0,0.7278791307039577,684.0
0,0.3092632984792051,736.0
0,0.17450390058213544,758.0
0,0.27590375571512704,741.0
0,0.5148375579155405,711.0
0,0.14978912416959925,763.0
0,0.6907524072777109,690.0
0,0.13983328984843302,765.0
0,0.7129130519091889,687.0
0,0.39373686710737815,725.0
0,0.39372487751781005,725.0
0,0.2058232144457951,752.0
0,0.27643988648614587,741.0
0,0.25205970593411803,744.0
0,0.7586953470323542,680.0
0,0.3062464034456188,736.0
0,0.7401449306471992,683.0
0,0.16948273664037,759.0
0,0.28016617630433693,740.0
0,0.37574047700272906,728.0
0,0.2555236380628769,744.0
0,0.4207204217126924,722.0
0,0.7375913633180381,683.0
0,0.7805279378075695,676.0
0,0.17114700441701922,758.0
0,0.24601494396175033,745.0
0,0.33913688919007406,732.0
0,0.36982101512266113,728.0
0,0.6555272556062788,694.0
0,0.16379284577988867,760.0
0,0.4685983231659708,717.0
0,0.7730422346670588,678.0
0,0.2068628397653994,752.0
0,0.7824287968288715,676.0
0,0.22024295908724337,749.0
0,0.2848689487863333,739.0
0,0.4879619502319675,714.0
0,0.1578563459157524,761.0
0,0.2878856454347484,739.0
0,0.5219299228933036,710.0
0,0.23174715041150337,747.0
0,0.8100627047979171,671.0
0,0.7678329352125043,678.0
0,0.2920425119837401,738.0
0,0.7678329352125043,678.0
0,0.11656397037838662,771.0
0,0.3777412693360806,727.0
1,0.7801470309683157,676.0
0,0.777958770837835,677.0
0,0.21866871525021273,750.0
1,0.8016759119533792,673.0
0,0.5903050767872156,702.0
0,0.27809462072840296,740.0
0,0.21543488878343833,750.0
0,0.32349216617517085,734.0
0,0.5647575061031462,705.0
0,0.1628960986636864,760.0
0,0.31829081465608433,735.0
1,0.41803832326205814,722.0
0,0.4939455790817946,714.0
0,0.6197370349884341,699.0
0,0.2542399222407415,744.0
0,0.6811136597764655,691.0
0,0.7869588157673275,675.0
0,0.16105534874782332,760.0
0,0.3822944306479215,727.0
0,0.23286899118713122,747.0
0,0.2677149916651227,742.0
0,0.5441116628375857,708.0
0,0.20581655088257014,752.0
0,0.6396809144640663,696.0
0,0.2150251981909571,750.0
0,0.29054592620381114,739.0
0,0.7413114516237057,682.0
0,0.34382008547812254,732.0
0,0.11857625363873742,771.0
0,0.11845284155715949,771.0
0,0.3484867096437421,731.0
0,0.4463419214140223,719.0
0,0.17257463433321155,758.0
0,0.5626226244077328,706.0
0,0.17379032556560634,758.0
0,0.3408650051747143,732.0
0,0.24562273706935392,745.0
0,0.7592931570650853,680.0
0,0.13905525914310513,765.0
0,0.5806334467442076,703.0
0,0.23240193548597587,747.0
0,0.39060845060020244,726.0
0,0.25562757710142314,744.0
0,0.27590375571512704,741.0
